timestamp	id	field	old_value	new_value	reason
2026-05-29T21:43:34Z	painkiller-2025	reconcile			reconcile_resolved_keep — story-driven campaign with defined finale (defeat Azazel + 3 Nephilim); levels endingType valid. Already flagged needs-review for low 56.5% rating
2026-05-30T01:13:21Z	kane-lynch-2	oneCopy	none	?	Steam categories list only generic 'Co-op' (no 'Online Co-op'); 2010 title shipped with GFWL for online which was sunset in 2014. Worth manual check whether online co-op still works on current Steam build, otherwise oneCopy may need to be remote-play or the entry may need removal.
2026-05-30T10:48:29Z	saints-row-gat-out-of-hell	oneCopy	none	none	Steam cats show 'Co-op' + 'Remote Play on TV' but NO 'Online Co-op' and NO 'Remote Play Together'. Game historically had online co-op via Steam P2P. May be a Steam taxonomy quirk; oneCopy=none retained pending owner judgment.
2026-05-30T11:27:02Z	_run_2026-05-30_burst	hours			hltb_unreachable: HLTB host returns 403 to direct curl; WebFetch typically blocked too. Hours check skipped for entries 315-326 this burst.
2026-05-30T11:27:08Z	dark-pictures-little-hope	categories	Co-op + Online Co-op (implied by friend-pass + Movie Night feature)	PvP + Shared/Split Screen PvP + Remote Play Together (no Co-op cats)	Steam currently lists Little Hope with PvP categories instead of Co-op for the Movie Night mode; Don't Play Alone Friend's Pass mode appears not surfaced in API categories. friend-pass + playersMax=5 retained per Anthology pattern. Owner may want to verify Steam still supports Don't Play Alone online for this title.
2026-05-30T11:31:32Z	_run_2026-05-30_burst	hours			hltb_unreachable: HLTB host returns 403 to curl and blocked from WebFetch this burst. Hours check skipped for entries 327-338.
2026-05-30T11:31:32Z	halo-wars-de	genres	[AAA, Isometric, Tactics, Sci-fi]	[AAA, Isometric, Tactics, Sci-fi]	taxonomy_gap_rts: Halo Wars is RTS (real-time, no grid, no pause-and-plan) — does not match Tactics decision_tree. Taxonomy has no Strategy/RTS mechanic; Tactics retained as nearest fit. Owner may want to extend taxonomy.axes.mechanic with 'Strategy'.
2026-05-30T11:41:49Z	endless-dungeon	endingType	roguelite	roguelite	reconcile_resolved_keep: Steam page confirms named final boss (Eriaudy) with ending cutscene per Steam Community guides and TheGamer; franchise name 'Endless' is the Amplitude series (Endless Space/Legend/Dungeon), not endless gameplay. Keep entry; remove from reconcile-report next cycle.
2026-05-30T11:46:00Z	mercenary-kings	categories	Co-op + Cross-Platform Multiplayer + RPT	no 'Online Co-op'	Mercenary Kings: Reloaded Edition (2018 PC re-release) advertised online co-op via Steam matchmaking + Cross-Platform Multiplayer. Steam categories now lack explicit 'Online Co-op'; could be Steam metadata quirk or online deprecation. oneCopy=none retained (Cross-Platform Multiplayer implies online); owner may want to verify online still works.
2026-05-30T11:46:00Z	kingdom-two-crowns	genres	[Indie, Side-view, Tactics, Fantasy]	[Indie, Side-view, Tactics, Fantasy]	taxonomy_gap_strategy: Kingdom Two Crowns is a real-time minimalist kingdom-management strategy game (no grid, no pause-and-plan, no turn-based). Doesn't strictly match Tactics decision_tree; Steam genre is Strategy. Taxonomy lacks a Strategy mechanic — Tactics retained as nearest fit. Same pattern as halo-wars-de earlier this run.
2026-05-30T11:46:00Z	chronicon	categories	Co-op + Shared/Split Screen Co-op + RPT	no 'Online Co-op'	Chronicon ships with lobby-based online co-op via Steam P2P (advertised by dev + visible in reviews). Steam categories list NO Online Co-op category — likely a Steam metadata quirk for indie titles. oneCopy=none retained pending owner verification that online still works.
2026-05-30T11:46:00Z	sanctum-1	categories	Co-op + Cross-Platform Multiplayer	no 'Online Co-op'	Sanctum (2011) original Coffee Stain release had native online FPS+TD co-op. Steam categories include 'Cross-Platform Multiplayer' (implies online) but NO 'Online Co-op' category. oneCopy=none retained; owner may want to verify online matchmaking still works on current Steam build.
2026-05-30T11:49:40Z	age-of-empires-4	genres	[AAA, Isometric, Tactics]	[AAA, Isometric, Tactics]	taxonomy_gap_strategy: AoE IV is a classical real-time strategy (no grid, no pause-and-plan); Steam genre is 'Strategy'. Doesn't strictly match taxonomy's Tactics decision_tree but Tactics is the nearest available mechanic. Same pattern as kingdom-two-crowns, halo-wars-de earlier this run.
2026-05-30T11:49:40Z	age-of-mythology-retold	genres	[AAA, Isometric, Tactics, Fantasy]	[AAA, Isometric, Tactics, Fantasy]	taxonomy_gap_strategy: AoM Retold is a classical real-time strategy (no grid, no pause-and-plan); Steam genre is 'Strategy'. Doesn't strictly match taxonomy's Tactics decision_tree but Tactics is the nearest available mechanic. Same pattern as AoE IV / kingdom-two-crowns / halo-wars-de.
2026-05-30T12:00:29Z	risk-of-rain-2013	oneCopy	none		online_unclear: Steam categories list Co-op + Shared/Split Screen + Remote Play Together but NO explicit Online Co-op category. Older 2013 game; community confirms native online MP via in-game lobby, so oneCopy=none likely correct but Steam tagging is sparse. Owner may want to verify.
2026-05-30T12:00:30Z	_run_2026-05-30_burst	hours			hltb_unreachable: WebFetch still blocked for howlongtobeat.com (JS-only); hours check skipped for entries 423-434 this burst
2026-05-30T12:03:54Z	tales-of-berseria	categories	Co-op + RPT	no 'Co-op' category, no Online Co-op (only Multi-player + Shared/Split Screen + RPT)	Tales of Berseria allows additional controllers to take over party members in real-time battles — local-only co-op. oneCopy=remote-play retained as correct; Steam metadata simply lacks the 'Co-op' descriptor.
2026-05-30T12:03:56Z	rain-world	categories	Co-op (Jolly Co-op)	PvP + Shared/Split Screen PvP + RPT (no Co-op categories)	Jolly Co-op is official since the Downpour DLC / patch 1.9 but Steam categories still list only PvP. playersMax=4 + oneCopy=remote-play retained per verdict — owner-validated entry.
2026-05-30T12:03:59Z	dead-rising-2	categories	Online Co-op	Co-op (generic, no Online Co-op)	Dead Rising 2 was migrated from GFWL to Steamworks (2016); online 2-player Ying-Yang co-op historically worked. Steam categories only list generic 'Co-op' — owner may want to verify online still functions on current Steam build. oneCopy=none retained.
2026-05-30T12:04:01Z	dead-rising-2-off-the-record	categories	Online Co-op	Co-op (generic, no Online Co-op)	Same Steam metadata gap as base DR2 — generic Co-op only, no Online Co-op category. Game migrated from GFWL to Steamworks; online should still work. oneCopy=none retained; owner may want to verify.
2026-05-30T12:04:03Z	fear-3	categories	Online Co-op	Co-op (generic, no Online Co-op)	F.E.A.R. 3 historically shipped with native Steam online co-op (asymmetric Point Man + Fettel). Steam categories only list generic 'Co-op'; older 2011 WB title. oneCopy=none retained; owner may want to verify online still works.
2026-05-30T12:04:05Z	_run_2026-05-30_burst	hours			hltb_unreachable: HLTB JS-only, WebFetch blocked. Hours check skipped uniformly for entries 435-446 this burst.
2026-05-30T12:07:02Z	painkiller-2025	endingType			reconcile_resolved_keep
2026-05-30T12:25:05Z	soulmask	endingType	survival-goal	survival-goal	reconcile_resolved_keep: Confirmed real ending via web search — Central Core final boss in Holy Ruins + 3 endings (True ending unlocked via mask sequence). Soulmask has explicit named win-condition, not endless. Resolves reconcile-report endless_misclassified contradiction in favor of catalog.
2026-05-30T12:25:34Z	bloody-trapland	endingType	levels	levels	reconcile_resolved_keep: 6 worlds × ~10 levels = ~100 adventure levels in finite structured campaign. Steam community / speedrun confirm structured progression with last level reachable. Resolves reconcile-report unclear_ending in favor of catalog.
2026-05-30T12:34:20Z	horizon-chase-turbo	categories	PvP+RPT	no_coop_cat	Steam categories show ONLY Shared/Split Screen PvP + Remote Play Together; no Co-op or Online Co-op category at all. Verdict claims 'split-screen co-op campaign' but the mode appears to be competitive racing. Owner just added (2026-05-30) — may want to confirm whether World Tour campaign actually allows cooperative co-play or is purely PvP racing
